,,,,,,,,,,,,,,,,,
id,"Bulding or
Factory",Division,Section,Area,PC Name,"PC Type
PC,
NB,
WS,
Other","Maker 
& Model","Serial Number
CPU","User 
owner",OS Use,License/Free,Window License ,OS License ,"MS 
Office ",Version,"Legally 
purchase
Yes,
No,
Free","Refer Document
If Yes,
Cert,
P/O,
REQ"
452,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-808,PC,-,-,Production,Win10,Yes,YRN9M-BYD6C-PTPDG-BPXQP-P9XTR,Win10,Excel,2013,No,
453,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-812,PC,-,-,Production,Win10,Yes,4JNMT-77K9B-3M97R-HRW9Y-R6YP4,Win10,Excel,2013,No,
454,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-525,PC,-,-,Production,Win10,Yes,YNM64-4BJ82-8W989-GRRTR-CR4C2,Win10,-,-,-,
455,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-830,PC,-,-,Production,Win10,Yes,6YD64-6N9GD-XXJ7K-HBVXK-T83GP,Win10,-,-,-,
456,Spindle,Spindle Assembly,Production,3-14 C/R,DIM.-320,PC,-,-,Production,Win7,Yes,LN:60434261_1,Win7,-,-,-,
457,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-159,PC,-,-,Production,Win7,Yes,GJ3DD-293X9-VYKG6-H7G68-DFWC9,Win7,-,-,-,
458,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-258,PC,-,-,Production,Win7,Yes,2D728-N8TJX-CWHQQ-6H4M2-PGYP4,Win10,-,-,-,
459,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-198,PC,-,-,Production,Win7,Yes,9RNPQ-FQPKJ-6TWCR-4GCC7-YY49F,Win10,-,-,-,
460,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-207,PC,-,-,Production,Win10,Yes,QVCXN-4TFY6-8WKR8-CCX7T-HFR9F,Win10,-,-,-,
461,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-773,PC,-,-,Production,Win10,Yes,KNTQF-CW6D4-DD2FT-8T83Q-G83GR,Win10,-,-,-,
462,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-118,PC,-,-,Production,Win10,Yes,PM6FR-TFND6-FJY99-MTHPV-PWGGC,Win10,-,-,-,
463,Spindle,Spindle Assembly,Production,3-14 C/R,EWM.-764,PC,-,-,Production,Win10,Yes,KK3GJ-MNP92-QJXJF-8CMT7-MBJGG,Win10,-,-,-,
464,Spindle,Spindle Assembly,Production,3-14 C/R,BAR.-189,PC,-,-,Production,Win10,Yes,MXCBD-NVH7X-24KKB-RMFHK-66PKC,Win11,-,-,-,
465,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-079,PC,-,-,Production,Win10,Yes,X272G-XGNP8-VQF2B-JCG3R-PPQPP,Win10,-,-,-,
466,Spindle,Spindle Assembly,Production,3-17 C/R,HIP.-488,PC,-,-,Production,Win10,Yes,4YGXN-VXTCQ-FVVBD-R96HB-7MH24,Win10,-,-,-,
467,Spindle,Spindle Assembly,Production,3-17 C/R,EWM.-732,PC,-,-,Production,Win7,Yes,K9GR7-B6NP6-DKRR3-WGTQB-6VJXF,Win10,-,-,-,
468,Spindle,Spindle Assembly,Production,3-17 C/R,EWM.-807,PC,-,-,Production,Win7,Yes,DNGYX-YGHGW-WP63H-9CDHX-TF4CK,Win10,-,-,-,
469,Spindle,Spindle Assembly,Production,3-17 C/R,VIB.-358,PC,-,-,Production,Win10,Yes,2WQBK-DNKJ8-4CM2F-XW74T-VCFC2,Win10,-,-,-,
470,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-558,PC,-,-,Production,Win10,Yes,KGV4Y-N867B-R6TR7-7KGK4-8B49C,Win10,Excel,2013,No,
471,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-798,PC,-,-,Production,Win10,Yes,GJ8YN-CBBQH-RRJ46-XYMD2-V8RC4,Win10,Excel,2013,No,
472,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-062,PC,-,-,Production,Win7,Yes,99CND-47667-FTKWV-26QBY-G3BP4,Win10,-,-,-,
473,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-901,PC,-,-,Production,Win10,Yes,XJD4B-Y67H6-9JVXC-W8DC8-TVXHC,Win10,-,-,-,
474,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-636,PC,-,-,Production,Win10,Yes,3NFK2-R9J63-W4DRP-B7T78-W44C4,Win10,-,-,-,
475,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-508,PC,-,-,Production,Win10,Yes,FDF7N-KFJTX-C3HGH-VB4K4-X2FC4,Win10,-,-,-,
476,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-580,PC,-,-,Production,Win10,Yes,V2C2N-YV6X7-DG9WP-RHGYX-JXCKC,Win10,-,-,-,
477,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-829,PC,-,-,Production,Win10,Yes,BNKGK-Y7FCM-2TFWJ-JKHHF-X2FC2,Win10,-,-,-,
478,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-417,PC,-,-,Production,Win10,Yes,TBNVQ-TTXV9-GPMGW-GQ9MM-KD782,Win10,-,-,-,
479,Spindle,Spindle Assembly,Production,3-17 C/R,DIM.-516,PC,-,-,Production,Win7,Yes,NBX2P-DMCHF-VCYR8-D4YP8-HMFFD,Win7,-,-,-,
480,Spindle,Spindle Assembly,Production,3-17 C/R,DIM.-589,PC,-,-,Production,Win7,Yes,LN:61245660_7,Win2000,-,-,-,
481,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-687,PC,-,-,Production,Win10,Yes,N74TR-BQ98M-MXRMH-YQ8X6-V6DGR,Win10,-,-,-,
482,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-713,PC,-,-,Production,Win10,Yes,W2WWC-B9MC8-MT28K-YK6B2-GXCRY,Win10,Excel,2013,No,
483,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-946,PC,DELL 3060,-,Production,Win10,Free,,Win10,"Excel,PowerPoint,Word",2013,No,
484,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-134,PC,-,-,Production,Win10,Yes,VPWVX-NJPCT-7WPWH-4HXYF-BY49C,Win10,-,-,-,
485,Spindle,Spindle Assembly,Production,3-17 C/R,DIM.-733,PC,-,-,Production,Win7,Yes,3MM7D-PNY6F-FK7J3-79D42-VFR9C,Win7,-,-,-,
486,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-003,PC,-,-,Production,Win10,Yes,NQMBW-PC4CV-624BQH8CB9-9HJXC,Win10,Excel,2013,No,
487,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-805,PC,-,-,Production,Win10,Yes,8PNWP-XJM3P-3TWP8-CDD9Q-Y4G6P,Win10,Excel,2013,No,
488,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-043,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
489,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-029,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
490,Spindle,Spindle Assembly,Production,3-17 C/R,BAR.-140,PC,HP600G3,-,Production,Win11,Free,STAFM08,Win10,-,-,-,
491,Spindle,Spindle Assembly,Production,3-22 C/R,BAR.-938,PC,-,-,Production,Win7,Yes,6MNJF-FF9X3-7C87Y-VYF72-27JXC,Win10,-,-,-,
492,Spindle,Spindle Assembly,Production,3-22 C/R,HIP.-453,PC,-,-,Production,Win10,Yes,7JQX8-BN8PB-7F99K-B984C-27JXF,Win10,-,-,-,
493,Spindle,Spindle Assembly,Production,3-22 C/R,AIR.-110,PC,-,-,Production,Win7,Yes,7VXKJ-MPC7D-KQPBV-JM8WT-FJKH4,Win7,-,-,-,
494,Spindle,Spindle Assembly,Production,3-22 C/R,HIP.-465,PC,-,-,Production,Win10,Yes,NXG9D-MDVRW-MPKPG-249QJ-78RC4,Win10,-,-,-,
495,Spindle,Spindle Assembly,Production,3-22 C/R,EWM.-719,PC,-,-,Production,Win7,Yes,CRCNR-6RJCP-T4DRD-742HY-QJXV3,Win7,-,-,-,
496,Spindle,Spindle Assembly,Production,3-22 C/R,EWM.-624,PC,-,-,Production,Win7,Yes,QRTVF-8HNWV-9RVJ6-YM8QP-J44J2,Win10,-,-,-,
497,Spindle,Spindle Assembly,Production,3-22 C/R,EWM.-512,PC,-,-,Production,Win7,Yes,BK3FJ-9CCXB-M7H2W-B33DQ-J6G3M,Win7,-,-,-,
498,Spindle,Spindle Assembly,Production,3-22 C/R,BAL.-019,Mini PC,-,-,Production,Win7,Free,CPQ2F-VR4BF-WFG4B-3CRCY-HGXXZ,Win7,-,-,-,
499,Spindle,Spindle Assembly,Production,3-22 C/R,DIM.-667,PC,-,-,Production,Win7,Yes,WN8TK-GFQ6V-FTQWG-BP98Y-PR4C4,Win10,-,-,-,
500,Spindle,Spindle Assembly,Production,3-22 C/R,DIM.-511,PC,-,-,Production,Win7,Yes,THHHT-PYN9Q-WQVV9-BRWCY-QJ3GR,Win10,-,-,-,
501,Spindle,Spindle Assembly,Production,3-22 C/R,EWM.-685,PC,-,-,Production,Win7,Yes,J4RHN-CTP42-KTHTM-QWP8K-CDKTP,Win10,-,-,-,
502,Spindle,Spindle Assembly,Production,3-22 C/R,BAR.-590,PC,-,-,Production,Win10,Yes,4FQ8M-NR6WB-97Y8B-66DMQ-PYT6P,WinXP,-,-,-,
503,Spindle,Spindle Assembly,Production,3-22 C/R,BAR.-883,PC,Lenovo 10JO,-,Production,Win10,Free,,Win10,"Excel,PowerPoint,Word",2013,No,
504,Spindle,Spindle Assembly,Production,3-22 C/R,RTB.-043,PC,Lenovo 10AX,-,Production,Win7,Free,,Win8,-,-,-,
505,Spindle,Spindle Assembly,Production,3-22 C/R,BAR.-081,PC,HPZ240,-,Production,Win10,Free,,Win7,-,-,-,
506,Spindle,Spindle Assembly,Production,3-22 C/R,BAR.-082,PC,HPZ240,-,Production,Win10,Free,,Win7,-,-,-,
507,Spindle,Spindle Assembly,Production,3-22 C/R,EWM.-773,PC,-,-,Production,Win7,Yes,BYVYN-MHV2G-7DQQV-KWFKW-XW3GP,Win10,-,-,-,
508,Spindle,Spindle Assembly,Production,3-24 C/R,HIP.-438,PC,-,-,Production,Win10,Yes,4PPN9-9RPY7-X6R9J-X6XTB-TXXTR,Win10,-,-,-,
509,Spindle,Spindle Assembly,Production,3-24 C/R,EWM.-730,PC,-,-,Production,Win7,Yes,MHKH8-J3N38-4JPGX-4KCHF-PPQGR,Win10,-,-,-,
510,Spindle,Spindle Assembly,Production,3-24 C/R,DIM.-325,PC,-,-,Production,Win2000,Yes,LN:60434261_6,Win7,-,-,-,
511,Spindle,Spindle Assembly,Production,3-24 C/R,BAR.-599,PC,-,-,Production,Win10,Yes,MF2TN-64RF2-BGMP6-WKPC9-4JRC2,Win10,-,-,-,
512,Spindle,Spindle Assembly,Production,3-24 C/R,BAR.-742,PC,-,-,Production,Win7,Yes,RHRMM-KHQRR-J6GG8-B4R6V-2V7H7,Win10,-,-,-,
513,Spindle,Spindle Assembly,Production,3-24 C/R,BAR.-600,PC,-,,Production,Win10,Yes,X9G3X-NV7PP-Y3D9X-WYG39-M98XC,Win10,"Excel,PowerPoint,Word",2019,No,
514,Spindle,Spindle Assembly,Production,3-24 C/R,EWM.-717,PC,-,-,Production,Win7,Yes,VMXYV-7DTWJ-QBYHP-46GH7-97JH4,Win7,-,-,-,
515,Spindle,Spindle Assembly,Production,3-24 C/R,EWM.-710,PC,-,-,Production,Win7,Yes,CTWN3-XXP4B-2DCPT-TVPBB-JK86C,Win10,-,-,-,
516,Spindle,Spindle Assembly,Production,3-24 C/R,BAL.-162,PC,Lenovo 10AH,-,Production,Win10,Free,9NFRJ-84FF2-B4FJ3-WVYX7-HXMP2,Win10,-,-,-,
517,Spindle,Spindle Assembly,Production,3-24 C/R,EWM.-515,PC,-,-,Production,Win7,Yes,22NHP-BM98K-FW4G8-4F62D-RJMRD,WinXP,-,-,-,
518,Spindle,Spindle Assembly,Production,3-24 C/R,HIP.-422,PC,-,-,Production,Win10,Yes,Q4N9T-FHTH2-96M4K-YVTBB-8FG6R,Win10,-,-,-,
519,Spindle,Spindle Assembly,Production,3-24 C/R,DIM.-735,PC,-,-,Production,Win10,Yes,VNWGC-HW77G-YYMV7-9TPBD-DV66R,Win10,"Excel,PowerPoint",2007,No,
520,Spindle,Spindle Assembly,Production,3-25 C/R,BAL.-111,PC,Dell 760,-,Production,Win7,Free,377QX-RYYMQ-RJTXR-YD33P-YQYJX,Win7,-,-,-,
521,Spindle,Spindle Assembly,Production,3-26 C/R,HIP.-474,PC,-,-,Production,Win10,Yes,X9GTR-NM8JH-VRX2X-93R77-GCQPP,Win10,-,-,-,
522,Spindle,Spindle Assembly,Production,3-26 C/R,DIM.-446,PC,-,-,Production,Win7,Yes,RHPC9-46HR8-D2M8P-DXM9B-9F8XP,Win7,-,-,-,
523,Spindle,Spindle Assembly,Production,3-26 C/R,DIM.-729,PC,-,-,Production,Win7,Yes,VT93D-NFQFW-P369X-CH3TM-QJ3GP,Win10,-,-,-,
524,Spindle,Spindle Assembly,Production,3-26 C/R,BAL.-023,PC,-,-,Production,Win7,Yes,JHYGY-9Q923-WBD9B-VWTP8-6WMX3,Win7,-,-,-,
525,Spindle,Spindle Assembly,Production,3-26 C/R,EWM.-623,PC,-,-,Production,Win7,Yes,X38YQ-8NPKW-J64QG-TXC8X-2YT6P,Win10,-,-,-,
526,Spindle,Spindle Assembly,Production,3-26 C/R,BAR.-865,PC,-,-,Production,Win7,Yes,H3MCB-7CB-7C4XP-GJY6F-Q96WJ-8V6JJ,Win7,-,-,-,
527,Spindle,Spindle Assembly,Production,3-26 C/R,BAR.-024,PC,Dell 745,-,Production,Win7,Free,D2XYP-TC7GH-92684-Y92P8-Q9J2Q,WinVistra,-,-,-,
528,Spindle,Spindle Assembly,Production,3-26 C/R,BAR.-581,PC,-,-,Production,Win10,Yes,KNTRK-YG7RH-WXBDJ-QV6QP-J44C2,Win10,-,-,-,
529,Spindle,Spindle Assembly,Production,3-26 C/R,BAR.-633,PC,-,-,Production,Win10,Yes,NMDFB-W6DFG-XMK62-8XFRQ-B98XF,Win10,-,-,-,
530,Spindle,Spindle Assembly,Production,3-26 C/R,BAR.-807,PC,-,-,Production,Win11,Yes,PVXRN-KK36F-DFTBT-TXY8G-YG9TP,Win10,-,-,-,
531,Spindle,Spindle Assembly,Production,3-26 C/R,BAR.-899,PC,HP 600 G3,-,Production,Win10,Free,,Win10,"Excel,PowerPoint,Word",2013,No,
532,Spindle,Spindle Assembly,Production,3-26 C/R,BAR.-261,PC,DELL D10U,-,Production,Win10,Free,,Win10,"Excel,PowerPoint,Word",2013,No,
533,Spindle,Spindle Assembly,Production,3-27 C/R,EWM.-728,PC,-,-,Production,Win7,Yes,F9NDX-KVW7J-RPRC7-BT6XD-BG9TP,Win10,-,-,-,
534,Spindle,Spindle Assembly,Production,3-28 C/R,EWM.-784,PC,-,-,Production,Win7,Yes,PHWNJ-6KPC3-4H636-8YT8X-WTYW2,Win10,-,-,-,
535,Spindle,Spindle Assembly,Production,3-28 C/R,DIM.-749,PC,-,-,Production,Win7,Yes,YMVB7-HV92R-K6TPD-KQFXK-J33PP,Win10,-,-,-,
536,Spindle,Spindle Assembly,Production,3-28 C/R,HIP.-518,PC,-,-,Production,Win10,Yes,BXN4C-WJDX6-P8JWF-M2V32-6JF9F,Win10,-,-,-,
537,Spindle,Spindle Assembly,Production,3-29 C/R,DIM.-555,PC,-,-,Production,Win7,Yes,3634V-RKWYT-FPRKT-7T7TD-93YKB,WinXP,-,-,-,
538,Spindle,Spindle Assembly,Production,3-29 C/R,BAR.-486,PC,-,-,Production,Win7,Yes,D3HFN-W44FP-9BRC8-4PHRW-PKCKC,Win10,-,-,-,
539,Spindle,Spindle Assembly,Production,3-29 C/R,BAR.-642,PC,-,-,Production,Win7,Yes,TYYN8-PGG4F-VYFW9-XFWH2-HH66R,Win10,-,-,-,
540,Spindle,Spindle Assembly,Production,3-29 C/R,EWM.-494,PC,-,-,Production,Win7,Yes,TJQPD-FBG77-GRPKH-X94F9-D88FP,Win7,-,-,-,
541,Spindle,Spindle Assembly,Production,3-29 C/R,EWM.-697,PC,-,-,Production,Win7,Yes,C9T9F-6NXKK-GX3C4-KX8BH-X766P,Win10,-,-,-,
542,Spindle,Spindle Assembly,Production,3-29 C/R,EWM.-686,PC,-,-,Production,Win7,Yes,N9F28-BWJWY-CR2C2-84R33-XHJXC,Win10,-,-,-,
543,Spindle,Spindle Assembly,Production,3-29 C/R,EWM.-700,PC,-,-,Production,Win7,Yes,LN:48005020_13,Win7,-,-,-,
544,Spindle,Spindle Assembly,Production,3-29 C/R,EWM.-716,PC,-,-,Production,Win10,Yes,V6D2C-K792D-QVDPP-QQ6Y2-H9PBP,Win7,-,-,-,
545,Spindle,Spindle Assembly,Production,3-29 C/R,HIP.-470,PC,-,-,Production,Win10,Yes,N83PV-V9FJG-CQ2K4-DDJG2-D69TP,Win10,-,-,-,
546,Spindle,Spindle Assembly,Production,3-29 C/R,DIM.-719,PC,-,-,Production,Win7,Yes,HMF6D-VTBJQ-MQBQG-4R7DV-JTYRF,WinXP,-,-,-,
547,Spindle,Spindle Assembly,Production,3-29 C/R,DIM.-321,PC,-,-,Production,Win7,Yes,LN:60434261_2,WinXP,-,-,-,
548,Spindle,Spindle Assembly,Production,3-29 C/R,AIR.-043,PC,-,-,Production,Win7,Yes,23TCP-V6VPY-TXCFG-6MYHF-78XY7,Win7,-,-,-,
549,Spindle,Spindle Assembly,Production,3-29 C/R,BAR.-143,PC,-,-,Production,Win7,Yes,DYD4H-BBNW4-2WYCB-TJK2B-R6YP4,Win10,-,-,-,
550,Spindle,Spindle Assembly,Production,3-29 C/R,BAR.-498,PC,-,-,Production,Win10,Yes,YTGNC-82QJX-M3FDC-VWJD4-844C2,Win10,-,-,-,
551,Spindle,Spindle Assembly,Production,3-29 C/R,HIP.-400,PC,-,-,Production,Win7,Yes,NKCCF-4M4R6-9PYHQ-QD9VD-G83GR,Win10,-,-,-,
552,Spindle,Spindle Assembly,Production,3-29 C/R,HIP.-446,PC,-,-,Production,Win10,Yes,NVMTG-RBDDJ-D96JV-92CPB-MY49F,Win10,-,-,-,
553,Spindle,Spindle Assembly,Production,3-29 C/R,BAR.-774,PC,-,-,Production,Win10,Yes,PJVJC-N9J3F-B23Q4-XRY2D-63BP4,Win10,-,-,-,
1125,Spindle,Spindle Assembly,Production,3-29 C/R,DIM.-647,PC,-,-,Production,Win7,Yes,CNXDP-G342C-BFJTH-C8XWG-4M49C,Win10,-,-,-,
555,Spindle,Spindle Assembly,Production,3-30 C/R,HIP.-493,PC,-,-,Production,Win10,Yes,RFBTC-TRBBK-CH2BQ-V3CPP-YBTK4,Win10,-,-,-,
556,Spindle,Spindle Assembly,Production,3-30 C/R,DIM.-727,PC,-,-,Production,Win7,Yes,JYK47-NRY7J-D8MHC-4C47T-MKMP4,Win7,-,-,-,
557,Spindle,Spindle Assembly,Production,3-30 C/R,DIM.-230,PC,-,-,Production,Win7,Yes,YKXRT-Y82YC-HXJM7-BR7W6-7WR8X,Win7,-,-,-,
558,Spindle,Spindle Assembly,Production,3-30 C/R,DIM.-480,PC,#VALUE!,-,Production,Win7,Yes,TDMC4-HVDH8-63GQH-Y3B96-3TWP8,Win7,-,-,-,
559,Spindle,Spindle Assembly,Production,3-30 C/R,DIM.-587,PC,-,-,Production,Win7,Yes,P93XB-2NPR9-GDKHV-HGFTR-Q9MW2,Win7,-,-,-,
560,Spindle,Spindle Assembly,Production,3-30 C/R,EWM.-509,PC,-,-,Production,Win7,Yes,MRQMR-39Q87-VKD82-8KC8F-2VX44,Win7,-,-,-,
561,Spindle,Spindle Assembly,Production,3-30 C/R,EWM.-336,PC,-,-,Production,Win7,Yes,YQQ6G-GCW98-P9MMX-8WCF3-WFYQF,Win7,-,-,-,
562,Spindle,Spindle Assembly,Production,3-30 C/R,AIR.-006,PC,-,-,Production,Win7,Yes,J749F-J99JG-2698Y-YMX6P-9THQM,Win7,-,-,-,
563,Spindle,Spindle Assembly,Production,3-30 C/R,AIR.-126,PC,-,-,Production,Win7,Yes,PRY92-8DKQH-BRRXD-7XWJK-MXTBY,Win7,-,-,-,
564,Spindle,Spindle Assembly,Production,3-30 C/R,BAR.-811,PC,-,-,Production,Win10,Yes,9QBN4-XCTGF-BTD9R-GH8J9-H6DGP,Win10,-,-,-,
565,Spindle,Spindle Assembly,Production,3-30 C/R,BAR.-583,PC,-,-,Production,Win10,Yes,VDQ7N-4M3F4-VJJJ9-C46JF-MWRC2,Win10,-,-,-,
566,Spindle,Spindle Assembly,Production,3-30 C/R,BAR.-858,PC,-,-,Production,Win7,Yes,Y4NYD-627G6-HTH2D-JRTW2-9QBP2,Win10,-,-,-,
567,Spindle,Spindle Assembly,Production,3-30 C/R,BAR.-040,PC,Lenovo 10JO,-,Production,Win10,Free,,Win8,-,-,-,
568,Spindle,Spindle Assembly,Production,3-30 C/R,BAR.-761,PC,-,-,Production,Win10,Yes,NGQMV-23VW7-PXDMH-R4Y6F-KBT6R,Win10,"Excel,PowerPoint,Word",2013,No,
569,Spindle,Spindle Assembly,Production,3-30 C/R,EWM.-736,PC,-,-,Production,Win7,Yes,W8VTJ-CMJQW-DY6C8-6KF78-MQDY9,Win7,-,-,-,
570,Spindle,Spindle Assembly,Production,3-30 C/R,BAR.-736,PC,-,-,Production,Win10,Yes,4F2TG-FP328-XMDF8-Y67R4-WTV2V,Win10,-,-,-,
571,Spindle,Spindle Assembly,Production,4-2 C/R,BAR.-073,PC,HP Z240,-,Production,Win10,Free,,Win10,-,-,-,
572,Spindle,Spindle Assembly,Production,4-6 C/R,BAR.-778,PC,-,-,Production,Win10,Yes,H33MY-3NJC7-3F8DK-P94HM-BBH24,Win10,-,-,-,
573,Spindle,Spindle Assembly,Production,4-7 C/R,EWM.-748,PC,-,-,Production,Win7,Yes,PJNJ8-DM624-3QBCQ-KXH47-7QTBQ,Win8,-,-,-,
574,Spindle,Spindle Assembly,Production,4-7 C/R,BAR.-099,PC,HP800G2,-,Production,Win10,Free,,Win10,-,-,-,
575,Spindle,Spindle Assembly,Production,4-9 C/R,BAR.-809,PC,Lenovo 10AX,-,IE,Win10,Free,,Win8,-,-,-,
576,Spindle,Spindle Assembly,Production,4-12 C/R,DIM.-520,PC,-,-,Production,Win7,Yes,DNGYX-YEHGW-WP63H-9CJHX-TF4C4,Win10,-,-,-,
577,Spindle,Spindle Assembly,Production,4-12 C/R,AIR.-124,PC,-,-,Production,Win7,Yes,LN:61245660_24,Win10,-,-,-,
578,Spindle,Spindle Assembly,Production,4-12 C/R,BAR.-640,PC,-,,Production,Win10,Yes,HR7DT-3N9W8-BMHRF-VDHXJ-HMH24,Win10,-,-,-,
579,Spindle,Spindle Assembly,Production,4-12 C/R,BAR.-609,PC,-,-,Production,Win10,Yes,DTTK2-XNK74-QWJ97-63PM7-RGDGR,Win10,-,-,-,
580,Spindle,Spindle Assembly,Production,4-12 C/R,BAL.-221,PC,-,-,Production,Win10,Yes,JXHND-QG894-TRT8F-BPFVF-TVJXC,Win10,-,-,-,
581,Spindle,Spindle Assembly,Production,4-12 C/R,BAL.-222,PC,-,-,Production,Win10,Yes,PN7F4-DKV93-DRDB4-8DGDR-FC2KF,Win10,-,-,-,
582,Spindle,Spindle Assembly,Production,4-12 C/R,BAL.-229,PC,-,-,Production,Win10,Yes,TNCG7-3HCW6-DVWXF-6G9Y6-BP2KF,Win10,-,-,-,
583,Spindle,Spindle Assembly,Production,Rework Room,BAR.-047,PC,DELL3620,-,M/M PE,Win10,Free,,Win10,"Excel,PowerPoint,Word",2007,No,
584,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-922,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
585,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-928,PC,-,-,Production,Win10,Yes,STAFD3N,Win10,-,-,-,
586,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-929,PC,-,-,Production,Win10,Yes,STAFD3V,Win10,-,-,-,
587,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-924,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
588,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-925,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
589,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-895,PC,HP600G3,-,Production,Win10,Free,,Win10,-,-,-,
590,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-930,PC,-,-,Production,Win10,Yes,STAFD3S,Win10,-,-,-,
591,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-935,PC,-,-,Production,Win10,Yes,STAFD3P,Win10,-,-,-,
592,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-934,PC,-,-,Production,Win10,Yes,STAFD3D,Win10,-,-,-,
593,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-933,PC,-,-,Production,Win10,Yes,STAFD3O,Win10,-,-,-,
594,Spindle,Spindle Assembly,Production,Monitor Yield,BAR.-936,PC,-,-,Production,Win10,Yes,STAFD3R,Win10,-,-,-,
595,Spindle,Spindle Assembly,Production,Center L1,BAR.-072,PC,-,-,Production,Win7,Yes,WHX3K-PNMBW-RVTG8-KDGBG-23724,Win10,-,-,-,
596,Spindle,Spindle Assembly,Production,Center L1,EWM.-581,PC,-,-,Production,Win7,Yes,3X2WK-FNG84-VFT8P-XV6YF-4X8XF,Win10,-,-,-,
597,Spindle,Spindle Assembly,Production,Center L1,DIM.-366,PC,-,-,Production,Win7,Yes,N9X9P-7FRXM-P4YR9-KXFHQ-3PBRD,Win2000,-,-,-,
598,Spindle,Spindle Assembly,Production,Center L1,BAR.-156,PC,-,-,Production,,,,,-,-,-,
599,Spindle,Spindle Assembly,Production,Center L1,BAR.-199,PC,-,-,Production,Win10,Yes,PRR22-WXN8T-3RJPY-9K4M6-8TYP4,Win10,-,-,-,
600,Spindle,Spindle Assembly,Production,Center L1,BAR.-454,PC,-,-,Production,Win10,Yes,WGCN3-4K8MP-8BYG8-MY3TB-BBH22,Win10,-,-,-,
601,Spindle,Spindle Assembly,Production,Center L2,BAR.-192,PC,-,-,Production,Win7,Yes,9B6JB-N3D8J-R6KBV-MPBTG-C9XTR,Win10,-,-,-,
602,Spindle,Spindle Assembly,Production,Center L2,BAR.-297,PC,Lenovo 10AH,-,Production,Win10,Free,,Win8,-,-,-,
603,Spindle,Spindle Assembly,Production,Center L2,BAR.-300,PC,Lenovo 10AH,-,Production,Win10,Free,,Win8,-,-,-,
604,Spindle,Spindle Assembly,Production,Center L2,BAL.-133,PC,Lenovo 10AH,-,Production,Win7,Free,,Win8,-,-,-,
605,Spindle,Spindle Assembly,Production,Center L2,BAR.-142,PC,Lenovo 2756,-,Production,Win7,Yes,BK8WH-FRCBH-3PYD7-73W7P-3VG2J,Win7,Excel,2007,No,
606,Spindle,Spindle Assembly,Production,Center L2,BAR.-284,PC,Lenovo 10AH,-,Production,Win10,Free,,Win8,-,-,-,
607,Spindle,Spindle Assembly,Production,Center L2,BAR.-282,PC,-,-,Production,Win10,Yes,KTBQ6-T7NKQ-V3XBR-RGRR4-JHV24,Win10,-,-,-,
608,Spindle,Spindle Assembly,Production,Center L2,BAR.-366,PC,-,-,Production,Win10,Yes,7NQMK-KMJXK-BRP8B-FM87Q-7T9TP,Win10,-,-,-,
609,Spindle,Spindle Assembly,Production,Center L2,BAR.-272,PC,Lenovo 10AH,-,Production,Win10,Free,,Win8,-,-,-,
